,pos_x,pos_y,r,t
78,25.0,15.0,0,156
79,25.0,15.0,0,158
80,25.0,15.0,0,160
81,25.0,15.0,0,162
82,25.0,15.0,0,164
83,25.0,15.0,0,166
84,25.0,15.0,0,168
85,25.0,15.0,0,170
86,25.0,15.0,0,172
87,25.0,15.0,0,174
88,25.0,15.0,0,176
89,25.0,15.0,0,178
90,25.0,15.0,0,180
91,25.0,15.0,0,182
92,25.0,15.0,0,184
93,25.0,15.0,0,186
94,25.0,15.0,0,188
95,25.0,15.0,0,190
96,25.0,15.0,0,192
97,25.0,15.0,0,194
98,25.0,15.0,0,196
99,25.0,15.0,0,198
100,25.0,15.0,0,200
101,25.0,15.0,0,202
102,25.0,15.0,0,204
103,25.0,15.0,0,206
104,25.0,15.0,0,208
105,25.0,15.0,0,210
106,25.0,15.0,0,212
107,25.0,15.0,0,214
108,25.0,15.0,0,216
109,25.0,15.0,0,218
110,25.0,15.0,0,220
111,25.0,15.0,0,222
112,25.0,15.0,0,224
113,25.0,15.0,0,226
114,25.0,15.0,0,228
115,25.0,15.0,0,230
116,25.0,15.0,0,232
117,25.0,15.0,0,234
118,25.0,15.0,0,236
119,25.0,15.0,0,238
120,25.0,15.0,0,240
121,25.0,15.0,0,242
122,25.0,15.0,0,244
123,25.0,15.0,0,246
124,25.0,15.0,0,248
125,25.0,15.0,0,250
126,25.0,15.0,0,252
127,25.0,15.0,0,254
128,25.0,15.0,0,256
129,25.0,15.0,0,258
130,25.0,15.0,0,260
131,25.0,15.0,0,262
132,25.0,15.0,0,264
133,25.0,15.0,0,266
134,25.0,15.0,0,268
135,25.0,15.0,0,270
136,25.0,15.0,0,272
137,25.0,15.0,0,274
138,25.0,15.0,0,276
139,25.0,15.0,0,278
140,25.0,15.0,0,280
141,25.0,15.0,0,282
142,25.0,15.0,0,284
143,25.0,15.0,0,286
144,25.0,15.0,0,288
145,25.0,15.0,0,290
146,25.0,15.0,0,292
147,25.0,15.0,0,294
148,25.0,15.0,0,296
149,25.0,15.0,0,298
150,25.0,15.0,0,300
151,25.0,15.0,0,302
152,25.0,15.0,0,304
153,25.0,15.0,0,306
154,25.0,15.0,0,308
155,25.0,15.0,0,310
156,25.0,15.0,0,312
157,25.0,15.0,0,314
158,25.0,15.0,0,316
159,25.0,15.0,0,318
160,25.0,15.0,0,320
161,25.0,15.0,0,322
162,25.0,15.0,0,324
163,25.0,15.0,0,326
164,25.0,15.0,0,328
165,25.0,15.0,0,330
166,25.0,15.0,0,332
167,25.0,15.0,0,334
168,25.0,15.0,0,336
169,25.0,15.0,0,338
170,25.0,15.0,0,340
171,25.0,15.0,0,342
172,25.0,15.0,0,344
173,25.0,15.0,0,346
174,25.0,15.0,0,348
175,25.0,15.0,0,350
176,25.0,15.0,0,352
177,25.0,15.0,0,354
178,25.0,15.0,0,356
179,25.0,15.0,0,358
180,25.0,15.0,0,360
181,25.0,15.0,0,362
182,25.0,15.0,0,364
183,25.0,15.0,0,366
184,25.0,15.0,0,368
185,25.0,15.0,0,370
186,25.0,15.0,0,372
187,25.0,15.0,0,374
188,25.0,15.0,0,376
189,25.0,15.0,0,378
190,25.0,15.0,0,380
191,25.0,15.0,0,382
192,25.0,15.0,0,384
193,25.0,15.0,0,386
194,25.0,15.0,0,388
195,25.0,15.0,0,390
196,25.0,15.0,0,392
197,25.0,15.0,0,394
198,25.0,15.0,0,396
199,25.0,15.0,0,398
200,25.0,15.0,0,400
201,25.0,15.0,0,402
202,25.0,15.0,0,404
203,25.0,15.0,0,406
204,25.0,15.0,0,408
205,25.0,15.0,0,410
206,25.0,15.0,0,412
207,25.0,15.0,0,414
208,25.0,15.0,0,416
209,25.0,15.0,0,418
210,25.0,15.0,0,420
211,25.0,15.0,0,422
212,25.0,15.0,0,424
213,25.0,15.0,0,426
214,25.0,15.0,0,428
215,25.0,15.0,0,430
216,25.0,15.0,0,432
217,25.0,15.0,0,434
218,25.0,15.0,0,436
219,25.0,15.0,0,438
220,25.0,15.0,0,440
221,25.0,15.0,0,442
222,25.0,15.0,0,444
223,25.0,15.0,0,446
224,25.0,15.0,0,448
225,25.0,15.0,0,450
226,25.0,15.0,0,452
227,25.0,15.0,0,454
228,25.0,15.0,0,456
229,25.0,15.0,0,458
230,25.0,15.0,0,460
231,25.0,15.0,0,462
232,25.0,15.0,0,464
233,25.0,15.0,0,466
234,25.0,15.0,0,468
235,25.0,15.0,0,470
236,25.0,15.0,0,472
237,25.0,15.0,0,474
238,25.0,15.0,0,476
239,25.0,15.0,0,478
240,25.0,15.0,0,480
241,25.0,15.0,0,482
242,25.0,15.0,0,484
243,25.0,15.0,0,486
244,25.0,15.0,0,488
245,25.0,15.0,0,490
246,25.0,15.0,0,492
247,25.0,15.0,0,494
248,25.0,15.0,0,496
249,25.0,15.0,0,498
250,25.0,15.0,0,500
251,25.0,15.0,0,502
252,25.0,15.0,0,504
253,25.0,15.0,0,506
254,25.0,15.0,0,508
255,25.0,15.0,0,510
256,25.0,15.0,0,512
257,25.0,15.0,0,514
258,25.0,15.0,0,516
259,25.0,15.0,0,518
260,25.0,15.0,0,520
261,25.0,15.0,0,522
262,25.0,15.0,0,524
263,25.0,15.0,0,526
264,25.0,15.0,0,528
265,25.0,15.0,0,530
266,25.0,15.0,0,532
267,25.0,15.0,0,534
268,25.0,15.0,0,536
269,25.0,15.0,0,538
270,25.0,15.0,0,540
271,25.0,15.0,0,542
272,25.0,15.0,0,544
273,25.0,15.0,0,546
274,25.0,15.0,0,548
275,25.0,15.0,0,550
276,25.0,15.0,0,552
277,25.0,15.0,0,554
278,25.0,15.0,0,556
279,25.0,15.0,0,558
280,25.0,15.0,0,560
281,25.0,15.0,0,562
282,25.0,15.0,0,564
283,25.0,15.0,0,566
284,25.0,15.0,0,568
285,25.0,15.0,0,570
286,25.0,15.0,0,572
287,25.0,15.0,0,574
288,25.0,15.0,0,576
289,25.0,15.0,0,578
290,25.0,15.0,0,580
291,25.0,15.0,0,582
292,25.0,15.0,0,584
293,25.0,15.0,0,586
294,25.0,15.0,0,588
295,25.0,15.0,0,590
296,25.0,15.0,0,592
297,25.0,15.0,0,594
298,25.0,15.0,0,596
299,25.0,15.0,0,598
300,25.0,15.0,0,600
301,25.0,15.0,0,602
302,25.0,15.0,0,604
303,25.0,15.0,0,606
304,25.0,15.0,0,608
305,25.0,15.0,0,610
306,25.0,15.0,0,612
307,25.0,15.0,0,614
308,25.0,15.0,0,616
309,25.0,15.0,0,618
310,25.0,15.0,0,620
311,25.0,15.0,0,622
312,25.0,15.0,0,624
313,25.0,15.0,0,626
314,25.0,15.0,0,628
315,25.0,15.0,0,630
316,25.0,15.0,0,632
317,25.0,15.0,0,634
318,25.0,15.0,0,636
319,25.0,15.0,0,638
320,25.0,15.0,0,640
321,25.0,15.0,0,642
322,25.0,15.0,0,644
323,25.0,15.0,0,646
324,25.0,15.0,0,648
325,25.0,15.0,0,650
326,25.0,15.0,0,652
327,25.0,15.0,0,654
328,25.0,15.0,0,656
329,25.0,15.0,0,658
330,25.0,15.0,0,660
331,25.0,15.0,0,662
332,25.0,15.0,0,664
333,25.0,15.0,0,666
334,25.0,15.0,0,668
335,25.0,15.0,0,670
336,25.0,15.0,0,672
337,25.0,15.0,0,674
338,25.0,15.0,0,676
339,25.0,15.0,0,678
340,25.0,15.0,0,680
341,25.0,15.0,0,682
342,25.0,15.0,0,684
343,25.0,15.0,0,686
344,25.0,15.0,0,688
345,25.0,15.0,0,690
346,25.0,15.0,0,692
347,25.0,15.0,0,694
348,25.0,15.0,0,696
349,25.0,15.0,0,698
350,25.0,15.0,0,700
351,25.0,15.0,0,702
352,25.0,15.0,0,704
353,25.0,15.0,0,706
354,25.0,15.0,0,708
355,25.0,15.0,0,710
356,25.0,15.0,0,712
357,25.0,15.0,0,714
358,25.0,15.0,0,716
359,25.0,15.0,0,718
360,25.0,15.0,0,720
361,25.0,15.0,0,722
362,25.0,15.0,0,724
363,25.0,15.0,0,726
364,25.0,15.0,0,728
365,25.0,15.0,0,730
366,25.0,15.0,0,732
367,25.0,15.0,0,734
368,25.0,15.0,0,736
369,25.0,15.0,0,738
370,25.0,15.0,0,740
371,25.0,15.0,0,742
372,25.0,15.0,0,744
373,25.0,15.0,0,746
374,25.0,15.0,0,748
375,25.0,15.0,0,750
376,25.0,15.0,0,752
377,25.0,15.0,0,754
378,25.0,15.0,0,756
379,25.0,15.0,0,758
380,25.0,15.0,0,760
381,25.0,15.0,0,762
382,25.0,15.0,0,764
383,25.0,15.0,0,766
384,25.0,15.0,0,768
385,25.0,15.0,0,770
386,25.0,15.0,0,772
387,25.0,15.0,0,774
388,25.0,15.0,0,776
389,25.0,15.0,0,778
390,25.0,15.0,0,780
391,25.0,15.0,0,782
392,25.0,15.0,0,784
393,25.0,15.0,0,786
394,25.0,15.0,0,788
395,25.0,15.0,0,790
396,25.0,15.0,0,792
397,25.0,15.0,0,794
398,25.0,15.0,0,796
399,25.0,15.0,0,798
400,25.0,15.0,0,800
401,25.0,15.0,0,802
402,25.0,15.0,0,804
403,25.0,15.0,0,806
404,25.0,15.0,0,808
405,25.0,15.0,0,810
406,25.0,15.0,0,812
407,25.0,15.0,0,814
408,25.0,15.0,0,816
409,25.0,15.0,0,818
410,25.0,15.0,0,820
411,25.0,15.0,0,822
412,25.0,15.0,0,824
413,25.0,15.0,0,826
414,25.0,15.0,0,828
415,25.0,15.0,0,830
416,25.0,15.0,0,832
417,25.0,15.0,0,834
418,25.0,15.0,0,836
419,25.0,15.0,0,838
420,25.0,15.0,0,840
421,25.0,15.0,0,842
422,25.0,15.0,0,844
423,25.0,15.0,0,846
424,25.0,15.0,0,848
425,25.0,15.0,0,850
426,25.0,15.0,0,852
427,25.0,15.0,0,854
428,25.0,15.0,0,856
429,25.0,15.0,0,858
430,25.0,15.0,0,860
431,25.0,15.0,0,862
432,25.0,15.0,0,864
433,25.0,15.0,0,866
434,25.0,15.0,0,868
435,25.0,15.0,0,870
436,25.0,15.0,0,872
437,25.0,15.0,0,874
438,25.0,15.0,0,876
439,25.0,15.0,0,878
440,25.0,15.0,0,880
441,25.0,15.0,0,882
442,25.0,15.0,0,884
443,25.0,15.0,0,886
444,25.0,15.0,0,888
445,25.0,15.0,0,890
446,25.0,15.0,0,892
447,25.0,15.0,0,894
448,25.0,15.0,0,896
449,25.0,15.0,0,898
450,25.0,15.0,0,900
451,25.0,15.0,0,902
452,25.0,15.0,0,904
453,25.0,15.0,0,906
454,25.0,15.0,0,908
455,25.0,15.0,0,910
456,25.0,15.0,0,912
457,25.0,15.0,0,914
458,25.0,15.0,0,916
459,25.0,15.0,0,918
460,25.0,15.0,0,920
461,25.0,15.0,0,922
462,25.0,15.0,0,924
463,25.0,15.0,0,926
464,25.0,15.0,0,928
465,25.0,15.0,0,930
466,25.0,15.0,0,932
467,25.0,15.0,0,934
468,25.0,15.0,0,936
469,25.0,15.0,0,938
470,25.0,15.0,0,940
471,25.0,15.0,0,942
472,25.0,15.0,0,944
473,25.0,15.0,0,946
474,25.0,15.0,0,948
475,25.0,15.0,0,950
476,25.0,15.0,0,952
477,25.0,15.0,0,954
478,25.0,15.0,0,956
479,25.0,15.0,0,958
480,25.0,15.0,0,960
481,25.0,15.0,0,962
482,25.0,15.0,0,964
483,25.0,15.0,0,966
484,25.0,15.0,0,968
485,25.0,15.0,0,970
486,25.0,15.0,0,972
487,25.0,15.0,0,974
488,25.0,15.0,0,976
489,25.0,15.0,0,978
490,25.0,15.0,0,980
491,25.0,15.0,0,982
492,25.0,15.0,0,984
493,25.0,15.0,0,986
494,25.0,15.0,0,988
495,25.0,15.0,0,990
496,25.0,15.0,0,992
497,25.0,15.0,0,994
498,25.0,15.0,0,996
499,25.0,15.0,0,998
500,25.0,15.0,0,1000
501,25.0,15.0,0,1002
502,25.0,15.0,0,1004
503,25.0,15.0,0,1006
504,25.0,15.0,0,1008
505,25.0,15.0,0,1010
506,25.0,15.0,0,1012
507,25.0,15.0,0,1014
508,25.0,15.0,0,1016
509,25.0,15.0,0,1018
510,25.0,15.0,0,1020
511,25.0,15.0,0,1022
512,25.0,15.0,0,1024
513,25.0,15.0,0,1026
514,25.0,15.0,0,1028
515,25.0,15.0,0,1030
516,25.0,15.0,0,1032
517,25.0,15.0,0,1034
518,25.0,15.0,0,1036
519,25.0,15.0,0,1038
520,25.0,15.0,0,1040
521,25.0,15.0,0,1042
522,25.0,15.0,0,1044
523,25.0,15.0,0,1046
524,25.0,15.0,0,1048
525,25.0,15.0,0,1050
526,25.0,15.0,0,1052
527,25.0,15.0,0,1054
528,25.0,15.0,0,1056
529,25.0,15.0,0,1058
530,25.0,15.0,0,1060
531,25.0,15.0,0,1062
532,25.0,15.0,0,1064
533,25.0,15.0,0,1066
534,25.0,15.0,0,1068
535,25.0,15.0,0,1070
536,25.0,15.0,0,1072
537,25.0,15.0,0,1074
538,25.0,15.0,0,1076
539,25.0,15.0,0,1078
540,25.0,15.0,0,1080
541,25.0,15.0,0,1082
542,25.0,15.0,0,1084
543,25.0,15.0,0,1086
544,25.0,15.0,0,1088
545,25.0,15.0,0,1090
546,25.0,15.0,0,1092
547,25.0,15.0,0,1094
548,25.0,15.0,0,1096
549,25.0,15.0,0,1098
550,25.0,15.0,0,1100
551,25.0,15.0,0,1102
552,25.0,15.0,0,1104
553,25.0,15.0,0,1106
554,25.0,15.0,0,1108
555,25.0,15.0,0,1110
556,25.0,15.0,0,1112
557,25.0,15.0,0,1114
558,25.0,15.0,0,1116
559,25.0,15.0,0,1118
560,25.0,15.0,0,1120
561,25.0,15.0,0,1122
562,25.0,15.0,0,1124
563,25.0,15.0,0,1126
564,25.0,15.0,0,1128
565,25.0,15.0,0,1130
566,25.0,15.0,0,1132
567,25.0,15.0,0,1134
568,25.0,15.0,0,1136
569,25.0,15.0,0,1138
570,25.0,15.0,0,1140
571,25.0,15.0,0,1142
572,25.0,15.0,0,1144
573,25.0,15.0,0,1146
574,25.0,15.0,0,1148
575,25.0,15.0,0,1150
576,25.0,15.0,0,1152
577,25.0,15.0,0,1154
578,25.0,15.0,0,1156
579,25.0,15.0,0,1158
580,25.0,15.0,0,1160
581,25.0,15.0,0,1162
582,25.0,15.0,0,1164
583,25.0,15.0,0,1166
584,25.0,15.0,0,1168
585,25.0,15.0,0,1170
586,25.0,15.0,0,1172
587,25.0,15.0,0,1174
588,25.0,15.0,0,1176
589,25.0,15.0,0,1178
590,25.0,15.0,0,1180
591,25.0,15.0,0,1182
592,25.0,15.0,0,1184
593,25.0,15.0,0,1186
594,25.0,15.0,0,1188
595,25.0,15.0,0,1190
596,25.0,15.0,0,1192
597,25.0,15.0,0,1194
598,25.0,15.0,0,1196
599,25.0,15.0,0,1198
600,25.0,15.0,0,1200
601,25.0,15.0,0,1202
602,25.0,15.0,0,1204
603,25.0,15.0,0,1206
604,25.0,15.0,0,1208
605,25.0,15.0,0,1210
606,25.0,15.0,0,1212
607,25.0,15.0,0,1214
608,25.0,15.0,0,1216
609,25.0,15.0,0,1218
610,25.0,15.0,0,1220
611,25.0,15.0,0,1222
612,25.0,15.0,0,1224
613,25.0,15.0,0,1226
614,25.0,15.0,0,1228
615,25.0,15.0,0,1230
616,25.0,15.0,0,1232
617,25.0,15.0,0,1234
618,25.0,15.0,0,1236
619,25.0,15.0,0,1238
620,25.0,15.0,0,1240
621,25.0,15.0,0,1242
622,25.0,15.0,0,1244
623,25.0,15.0,0,1246
624,25.0,15.0,0,1248
625,25.0,15.0,0,1250
626,25.0,15.0,0,1252
627,25.0,15.0,0,1254
628,25.0,15.0,0,1256
629,25.0,15.0,0,1258
630,25.0,15.0,0,1260
631,25.0,15.0,0,1262
632,25.0,15.0,0,1264
633,25.0,15.0,0,1266
634,25.0,15.0,0,1268
635,25.0,15.0,0,1270
636,25.0,15.0,0,1272
637,25.0,15.0,0,1274
638,25.0,15.0,0,1276
639,25.0,15.0,0,1278
640,25.0,15.0,0,1280
641,25.0,15.0,0,1282
642,25.0,15.0,0,1284
643,25.0,15.0,0,1286
644,25.0,15.0,0,1288
645,25.0,15.0,0,1290
646,25.0,15.0,0,1292
647,25.0,15.0,0,1294
648,25.0,15.0,0,1296
649,25.0,15.0,0,1298
650,25.0,15.0,0,1300
651,25.0,15.0,0,1302
652,25.0,15.0,0,1304
653,25.0,15.0,0,1306
654,25.0,15.0,0,1308
655,25.0,15.0,0,1310
656,25.0,15.0,0,1312
657,25.0,15.0,0,1314
658,25.0,15.0,0,1316
659,25.0,15.0,0,1318
660,25.0,15.0,0,1320
661,25.0,15.0,0,1322
662,25.0,15.0,0,1324
663,25.0,15.0,0,1326
664,25.0,15.0,0,1328
665,25.0,15.0,0,1330
666,25.0,15.0,0,1332
667,25.0,15.0,0,1334
668,25.0,15.0,0,1336
669,25.0,15.0,0,1338
670,25.0,15.0,0,1340
671,25.0,15.0,0,1342
672,25.0,15.0,0,1344
673,25.0,15.0,0,1346
674,25.0,15.0,0,1348
675,25.0,15.0,0,1350
676,25.0,15.0,0,1352
677,25.0,15.0,0,1354
678,25.0,15.0,0,1356
679,25.0,15.0,0,1358
680,25.0,15.0,0,1360
681,25.0,15.0,0,1362
682,25.0,15.0,0,1364
683,25.0,15.0,0,1366
684,25.0,15.0,0,1368
685,25.0,15.0,0,1370
686,25.0,15.0,0,1372
687,25.0,15.0,0,1374
688,25.0,15.0,0,1376
689,25.0,15.0,0,1378
690,25.0,15.0,0,1380
691,25.0,15.0,0,1382
692,25.0,15.0,0,1384
693,25.0,15.0,0,1386
694,25.0,15.0,0,1388
695,25.0,15.0,0,1390
696,25.0,15.0,0,1392
697,25.0,15.0,0,1394
698,25.0,15.0,0,1396
699,25.0,15.0,0,1398
700,25.0,15.0,0,1400
701,25.0,15.0,0,1402
702,25.0,15.0,0,1404
703,25.0,15.0,0,1406
704,25.0,15.0,0,1408
705,25.0,15.0,0,1410
706,25.0,15.0,0,1412
707,25.0,15.0,0,1414
708,25.0,15.0,0,1416
709,25.0,15.0,0,1418
710,25.0,15.0,0,1420
711,25.0,15.0,0,1422
712,25.0,15.0,0,1424
713,25.0,15.0,0,1426
714,25.0,15.0,0,1428
715,25.0,15.0,0,1430
716,25.0,15.0,0,1432
717,25.0,15.0,0,1434
718,25.0,15.0,0,1436
719,25.0,15.0,0,1438
720,25.0,15.0,0,1440
721,25.0,15.0,0,1442
722,25.0,15.0,0,1444
723,25.0,15.0,0,1446
724,25.0,15.0,0,1448
725,25.0,15.0,0,1450
726,25.0,15.0,0,1452
727,25.0,15.0,0,1454
728,25.0,15.0,0,1456
729,25.0,15.0,0,1458
730,25.0,15.0,0,1460
731,25.0,15.0,0,1462
732,25.0,15.0,0,1464
733,25.0,15.0,0,1466
734,25.0,15.0,0,1468
735,25.0,15.0,0,1470
736,25.0,15.0,0,1472
737,25.0,15.0,0,1474
738,25.0,15.0,0,1476
739,25.0,15.0,0,1478
740,25.0,15.0,0,1480
741,25.0,15.0,0,1482
742,25.0,15.0,0,1484
743,25.0,15.0,0,1486
744,25.0,15.0,0,1488
745,25.0,15.0,0,1490
746,25.0,15.0,0,1492
747,25.0,15.0,0,1494
748,25.0,15.0,0,1496
749,25.0,15.0,0,1498
750,25.0,15.0,0,1500
751,25.0,15.0,0,1502
752,25.0,15.0,0,1504
753,25.0,15.0,0,1506
754,25.0,15.0,0,1508
755,25.0,15.0,0,1510
756,25.0,15.0,0,1512
757,25.0,15.0,0,1514
758,25.0,15.0,0,1516
759,25.0,15.0,0,1518
760,25.0,15.0,0,1520
761,25.0,15.0,0,1522
762,25.0,15.0,0,1524
763,25.0,15.0,0,1526
764,25.0,15.0,0,1528
765,25.0,15.0,0,1530
766,25.0,15.0,0,1532
767,25.0,15.0,0,1534
768,25.0,15.0,0,1536
769,25.0,15.0,0,1538
770,25.0,15.0,0,1540
771,25.0,15.0,0,1542
772,25.0,15.0,0,1544
773,25.0,15.0,0,1546
774,25.0,15.0,0,1548
775,25.0,15.0,0,1550
776,25.0,15.0,0,1552
777,25.0,15.0,0,1554
778,25.0,15.0,0,1556
779,25.0,15.0,0,1558
780,25.0,15.0,0,1560
781,25.0,15.0,0,1562
782,25.0,15.0,0,1564
783,25.0,15.0,0,1566
784,25.0,15.0,0,1568
785,25.0,15.0,0,1570
786,25.0,15.0,0,1572
787,25.0,15.0,0,1574
788,25.0,15.0,0,1576
789,25.0,15.0,0,1578
790,25.0,15.0,0,1580
791,25.0,15.0,0,1582
792,25.0,15.0,0,1584
793,25.0,15.0,0,1586
794,25.0,15.0,0,1588
795,25.0,15.0,0,1590
796,25.0,15.0,0,1592
797,25.0,15.0,0,1594
798,25.0,15.0,0,1596
799,25.0,15.0,0,1598
800,25.0,15.0,0,1600
801,25.0,15.0,0,1602
802,25.0,15.0,0,1604
803,25.0,15.0,0,1606
804,25.0,15.0,0,1608
805,25.0,15.0,0,1610
806,25.0,15.0,0,1612
807,25.0,15.0,0,1614
808,25.0,15.0,0,1616
809,25.0,15.0,0,1618
810,25.0,15.0,0,1620
811,25.0,15.0,0,1622
812,25.0,15.0,0,1624
813,25.0,15.0,0,1626
814,25.0,15.0,0,1628
815,25.0,15.0,0,1630
816,25.0,15.0,0,1632
817,25.0,15.0,0,1634
818,25.0,15.0,0,1636
819,25.0,15.0,0,1638
820,25.0,15.0,0,1640
821,25.0,15.0,0,1642
822,25.0,15.0,0,1644
823,25.0,15.0,0,1646
824,25.0,15.0,0,1648
825,25.0,15.0,0,1650
826,25.0,15.0,0,1652
827,25.0,15.0,0,1654
828,25.0,15.0,0,1656
829,25.0,15.0,0,1658
830,25.0,15.0,0,1660
831,25.0,15.0,0,1662
832,25.0,15.0,0,1664
833,25.0,15.0,0,1666
834,25.0,15.0,0,1668
835,25.0,15.0,0,1670
836,25.0,15.0,0,1672
837,25.0,15.0,0,1674
838,25.0,15.0,0,1676
839,25.0,15.0,0,1678
840,25.0,15.0,0,1680
841,25.0,15.0,0,1682
842,25.0,15.0,0,1684
843,25.0,15.0,0,1686
844,25.0,15.0,0,1688
845,25.0,15.0,0,1690
846,25.0,15.0,0,1692
847,25.0,15.0,0,1694
848,25.0,15.0,0,1696
849,25.0,15.0,0,1698
850,25.0,15.0,0,1700
851,25.0,15.0,0,1702
852,25.0,15.0,0,1704
853,25.0,15.0,0,1706
854,25.0,15.0,0,1708
855,25.0,15.0,0,1710
856,25.0,15.0,0,1712
857,25.0,15.0,0,1714
858,25.0,15.0,0,1716
859,25.0,15.0,0,1718
860,25.0,15.0,0,1720
861,25.0,15.0,0,1722
862,25.0,15.0,0,1724
863,25.0,15.0,0,1726
864,25.0,15.0,0,1728
865,25.0,15.0,0,1730
866,25.0,15.0,0,1732
867,25.0,15.0,0,1734
868,25.0,15.0,0,1736
869,25.0,15.0,0,1738
870,25.0,15.0,0,1740
871,25.0,15.0,0,1742
872,25.0,15.0,0,1744
873,25.0,15.0,0,1746
874,25.0,15.0,0,1748
875,25.0,15.0,0,1750
876,25.0,15.0,0,1752
877,25.0,15.0,0,1754
878,25.0,15.0,0,1756
879,25.0,15.0,0,1758
880,25.0,15.0,0,1760
881,25.0,15.0,0,1762
882,25.0,15.0,0,1764
883,25.0,15.0,0,1766
884,25.0,15.0,0,1768
885,25.0,15.0,0,1770
886,25.0,15.0,0,1772
887,25.0,15.0,0,1774
888,25.0,15.0,0,1776
889,25.0,15.0,0,1778
890,25.0,15.0,0,1780
891,25.0,15.0,0,1782
892,25.0,15.0,0,1784
893,25.0,15.0,0,1786
894,25.0,15.0,0,1788
895,25.0,15.0,0,1790
896,25.0,15.0,0,1792
897,25.0,15.0,0,1794
898,25.0,15.0,0,1796
899,25.0,15.0,0,1798
900,25.0,15.0,0,1800
901,25.0,15.0,0,1802
902,25.0,15.0,0,1804
903,25.0,15.0,0,1806
904,25.0,15.0,0,1808
905,25.0,15.0,0,1810
906,25.0,15.0,0,1812
907,25.0,15.0,0,1814
908,25.0,15.0,0,1816
909,25.0,15.0,0,1818
910,25.0,15.0,0,1820
911,25.0,15.0,0,1822
912,25.0,15.0,0,1824
913,25.0,15.0,0,1826
914,25.0,15.0,0,1828
915,25.0,15.0,0,1830
916,25.0,15.0,0,1832
917,25.0,15.0,0,1834
918,25.0,15.0,0,1836
919,25.0,15.0,0,1838
920,25.0,15.0,0,1840
921,25.0,15.0,0,1842
922,25.0,15.0,0,1844
923,25.0,15.0,0,1846
924,25.0,15.0,0,1848
925,25.0,15.0,0,1850
926,25.0,15.0,0,1852
927,25.0,15.0,0,1854
928,25.0,15.0,0,1856
929,25.0,15.0,0,1858
930,25.0,15.0,0,1860
931,25.0,15.0,0,1862
932,25.0,15.0,0,1864
933,25.0,15.0,0,1866
934,25.0,15.0,0,1868
935,25.0,15.0,0,1870
936,25.0,15.0,0,1872
937,25.0,15.0,0,1874
938,25.0,15.0,0,1876
939,25.0,15.0,0,1878
940,25.0,15.0,0,1880
941,25.0,15.0,0,1882
942,25.0,15.0,0,1884
943,25.0,15.0,0,1886
944,25.0,15.0,0,1888
945,25.0,15.0,0,1890
946,25.0,15.0,0,1892
947,25.0,15.0,0,1894
948,25.0,15.0,0,1896
949,25.0,15.0,0,1898
950,25.0,15.0,0,1900
951,25.0,15.0,0,1902
952,25.0,15.0,0,1904
953,25.0,15.0,0,1906
954,25.0,15.0,0,1908
955,25.0,15.0,0,1910
956,25.0,15.0,0,1912
957,25.0,15.0,0,1914
958,25.0,15.0,0,1916
959,25.0,15.0,0,1918
960,25.0,15.0,0,1920
961,25.0,15.0,0,1922
962,25.0,15.0,0,1924
963,25.0,15.0,0,1926
